prices_per_night,ratings,cleaning_fee,dormitorios,camas,baños,maximum_guests,check_in_hour,check_out_hour,total_hours_checkin,log_num_reviews,aparcamiento e instalaciones,baño,calefacción y refrigeración,características de la ubicación,cocina y comedor,dormitorio y lavandería,entretenimiento,exterior,internet y oficina,para familias,privacidad y seguridad,seguridad en el hogar,servicios,habitacion,alojamiento entero
125.0,4.93,50.0,3.0,4.0,1.0,5.0,900.0,720.0,9.0,0.0,2.0,6.0,3.0,1.0,14.0,9.0,2.0,1.0,3.0,2.0,0.0,2.0,4.0,0.0,0.0
99.0,4.88,30.0,1.0,2.0,1.0,2.0,900.0,720.0,9.0,2.1972245773362196,3.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0
40.0,4.45,0.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,2.4849066497880004,1.0,1.0,0.0,1.0,1.0,11.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0
35.0,4.76,0.0,1.0,1.0,0.5,1.0,940.0,640.0,8.333333333333334,4.02535169073515,2.0,2.0,2.0,1.0,9.0,7.0,3.0,0.0,2.0,0.0,4.0,0.0,5.0,1.0,0.0
50.0,4.69,10.0,1.0,1.0,0.5,1.0,1080.0,1020.0,6.0,3.295836866004329,3.0,6.0,1.0,1.0,12.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0
27.0,0.0,35.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
33.0,4.88,0.0,1.0,1.0,0.5,1.0,1020.0,660.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
81.0,4.67,0.0,2.0,2.0,1.0,4.0,900.0,660.0,9.0,4.499809670330265,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
40.0,4.81,15.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,3.332204510175204,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
50.0,4.72,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,3.9889840465642745,0.0,1.0,2.0,0.0,9.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
19.0,4.75,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,1.6094379124341003,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
67.0,3.91,40.0,1.0,2.0,1.0,3.0,900.0,660.0,9.0,3.9889840465642745,0.0,0.0,2.0,0.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
31.0,4.46,41.666666666666664,1.0,1.0,0.5,1.0,840.0,660.0,10.0,7.931284761525891,4.0,4.0,2.0,1.0,11.0,10.0,5.0,3.0,3.0,6.0,0.0,4.0,5.0,1.0,0.0
28.0,4.53,5.0,1.0,1.0,0.5,2.0,720.0,600.0,12.0,2.772588722239781,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
54.0,4.83,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23.0,4.57,25.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,2.0794415416798357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
90.0,4.94,35.0,2.0,4.0,1.0,4.0,900.0,660.0,9.0,0.0,3.0,7.0,3.0,2.0,15.0,9.0,0.0,4.0,2.0,5.0,0.0,3.0,3.0,0.0,0.0
23.0,4.23,0.0,1.0,1.0,0.5,1.0,900.0,600.0,9.0,5.905361848054571,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
25.0,4.63,20.0,1.0,1.0,0.5,1.0,900.0,720.0,9.0,3.2188758248682006,0.0,5.0,2.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0
29.0,4.79,0.0,1.0,1.0,0.5,1.0,900.0,700.0,9.0,3.970291913552122,1.0,4.0,2.0,0.0,15.0,9.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0
50.0,4.58,0.0,1.0,1.0,0.5,2.0,900.0,740.0,9.0,3.4657359027997265,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
34.0,4.71,0.0,1.0,1.0,0.5,1.0,840.0,720.0,10.0,3.091042453358316,2.0,3.0,0.0,1.0,10.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0
27.0,4.61,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,3.1780538303479458,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0
35.0,4.88,0.0,1.0,1.3333333333333333,0.5,1.0,920.0,740.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
33.0,4.83,0.0,1.0,1.0,0.5,2.0,840.0,720.0,10.0,0.0,2.0,5.0,2.0,0.0,11.0,8.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0
45.0,4.72,0.0,1.0,1.0,0.5,2.0,720.0,660.0,12.0,4.532599493153256,1.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
48.0,0.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
70.0,4.75,0.0,1.0,1.0,1.0,2.0,720.0,600.0,12.0,3.044522437723423,1.0,1.0,1.0,0.0,12.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,4.83,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,1.9459101490553132,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
25.0,4.52,5.0,1.0,2.0,0.5,2.0,720.0,600.0,12.0,4.382026634673881,2.0,4.0,2.0,0.0,6.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
41.0,4.88,0.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,3.970291913552122,2.0,7.0,3.0,1.0,16.0,10.0,2.0,3.0,2.0,1.0,3.0,0.0,5.0,1.0,0.0
43.0,4.17,10.0,1.0,1.0,0.5,2.0,840.0,600.0,10.0,1.9459101490553132,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
45.0,4.84,5.0,1.0,1.0,0.5,2.0,840.0,720.0,10.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0
25.0,4.71,20.0,0.0,1.0,0.5,2.0,720.0,600.0,12.0,4.0943445622221,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
36.0,4.81,0.0,1.0,1.0,0.5,2.0,1080.0,600.0,6.0,0.0,1.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
57.0,5.0,0.0,1.0,1.0,0.5,2.0,840.0,660.0,10.0,0.0,0.0,4.0,3.0,1.0,13.0,9.0,2.0,3.0,2.0,0.0,3.0,0.0,6.0,1.0,0.0
45.0,4.52,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,3.4011973816621555,0.0,2.0,1.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
81.0,4.72,0.0,2.0,3.0,2.0,6.0,960.0,720.0,8.0,3.6109179126442243,1.0,6.0,2.0,0.0,12.0,9.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0
41.0,4.88,0.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,3.970291913552122,2.0,7.0,3.0,1.0,16.0,10.0,2.0,3.0,2.0,1.0,3.0,0.0,5.0,1.0,0.0
70.0,4.77,30.0,3.0,4.0,1.0,5.0,1020.0,720.0,7.0,5.736572297479192,3.0,6.0,3.0,1.0,16.0,9.0,2.0,5.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
52.0,4.85,0.0,1.0,2.0,0.5,2.0,780.0,660.0,11.0,0.0,1.0,6.0,3.0,1.0,13.0,9.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
38.0,4.91,0.0,1.0,1.0,0.5,1.0,720.0,600.0,12.0,0.0,1.0,4.0,2.0,2.0,4.0,8.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0
40.0,4.93,0.0,1.0,1.0,0.5,1.0,720.0,600.0,12.0,0.0,1.0,4.0,1.0,2.0,8.0,8.0,2.0,1.0,2.0,1.0,3.0,0.0,5.0,1.0,0.0
81.0,4.8,0.0,1.0,2.0,1.0,2.0,900.0,600.0,9.0,5.153291594497779,3.0,4.0,2.0,1.0,13.0,8.0,2.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0
55.0,4.72,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,3.4011973816621555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
45.0,4.81,0.0,1.0,1.0,0.5,1.0,900.0,720.0,9.0,3.4657359027997265,1.0,3.0,1.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
35.0,4.42,25.0,1.0,1.3333333333333333,1.0,2.0,900.0,660.0,9.0,3.2188758248682006,2.0,5.0,2.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
70.0,4.75,0.0,1.0,1.0,1.0,2.0,720.0,600.0,12.0,3.044522437723423,1.0,1.0,1.0,0.0,12.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
39.0,4.67,15.0,1.0,1.0,0.5,1.0,600.0,720.0,14.0,3.5263605246161616,3.0,4.0,2.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0
45.0,4.86,0.0,1.0,1.3333333333333333,0.5,2.0,900.0,660.0,9.0,0.0,1.0,6.0,3.0,1.0,13.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0
25.0,4.82,20.0,1.0,2.0,0.5,2.0,720.0,600.0,12.0,0.0,3.0,3.0,3.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0
100.0,4.62,0.0,4.0,6.0,1.0,7.0,840.0,600.0,10.0,3.4011973816621555,1.0,6.0,3.0,1.0,15.0,9.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0
32.0,4.83,10.0,1.0,1.0,0.5,2.0,660.0,600.0,13.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
81.0,4.72,0.0,2.0,3.0,2.0,6.0,960.0,720.0,8.0,3.6109179126442243,1.0,6.0,2.0,0.0,12.0,9.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0
30.0,4.56,0.0,1.0,1.0,0.5,1.0,960.0,600.0,8.0,3.4965075614664802,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
32.0,4.73,0.0,1.0,1.0,0.5,2.0,1080.0,600.0,6.0,4.499809670330265,1.0,6.0,1.0,1.0,7.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0
49.0,4.79,0.0,3.0,1.0,0.5,1.0,900.0,720.0,9.0,2.70805020110221,3.0,6.0,1.0,0.0,9.0,8.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0
99.0,4.6,50.0,3.0,4.0,2.0,6.0,900.0,720.0,9.0,5.278114659230517,2.0,5.0,1.0,2.0,14.0,7.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0
32.0,4.74,0.0,1.0,1.0,0.5,2.0,1080.0,600.0,6.0,4.624972813284271,1.0,5.0,1.0,1.0,7.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0
70.0,4.94,0.0,1.0,1.3333333333333333,0.5,2.0,900.0,660.0,9.0,0.0,1.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
38.0,4.95,0.0,1.0,1.0,0.5,1.0,720.0,600.0,12.0,0.0,1.0,4.0,2.0,2.0,2.0,8.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0
65.0,4.66,55.0,3.0,11.0,1.0,6.0,840.0,660.0,10.0,5.908082938168931,1.0,6.0,2.0,2.0,15.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0
26.0,4.31,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,6.856461984594587,1.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0
29.0,4.68,20.0,1.0,1.0,0.5,2.0,720.0,600.0,12.0,3.6635616461296463,2.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
46.0,4.7,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,3.332204510175204,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
99.0,0.0,0.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36.0,4.56,0.0,1.0,1.0,0.5,1.0,900.0,600.0,9.0,3.5553480614894135,0.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0
38.0,4.9,0.0,1.0,1.0,0.5,2.0,840.0,720.0,10.0,0.0,2.0,7.0,1.0,2.0,13.0,7.0,3.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0
50.0,4.77,0.0,1.0,1.0,0.5,2.0,840.0,780.0,10.0,3.1354942159291497,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
43.0,0.0,0.0,1.0,1.0,0.5,2.0,720.0,640.0,12.0,0.0,0.0,5.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
59.0,4.91,60.0,1.0,1.0,1.0,1.0,780.0,840.0,11.0,0.0,1.0,2.0,2.0,1.0,6.0,7.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0
82.0,4.64,0.0,1.0,2.0,1.0,4.0,840.0,660.0,10.0,3.1354942159291497,0.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
72.0,4.58,0.0,1.0,2.0,1.0,4.0,840.0,660.0,10.0,5.877735781779639,2.0,6.0,2.0,1.0,15.0,8.0,4.0,5.0,3.0,4.0,0.0,2.0,4.0,0.0,0.0
60.0,4.78,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,4.0943445622221,0.0,3.0,2.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
63.0,4.82,24.0,1.0,4.0,1.0,4.0,900.0,720.0,9.0,5.700443573390687,2.0,5.0,2.0,2.0,12.0,7.0,1.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0
49.0,4.91,30.0,1.0,2.0,0.5,2.0,900.0,660.0,9.0,0.0,1.0,7.0,2.0,1.0,12.0,10.0,3.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0
27.0,4.0,0.0,1.0,1.0,0.5,2.0,1020.0,660.0,7.0,1.791759469228055,2.0,3.0,2.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
45.0,4.96,0.0,2.0,1.0,0.5,2.0,900.0,700.0,9.0,0.0,1.0,7.0,3.0,0.0,16.0,8.0,4.0,4.0,3.0,1.0,0.0,1.0,6.0,1.0,0.0
34.0,4.82,0.0,1.0,1.0,0.5,2.0,1080.0,600.0,6.0,0.0,1.0,6.0,1.0,1.0,9.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0
49.0,4.72,0.0,1.0,1.0,1.0,1.0,840.0,720.0,10.0,4.127134385045092,1.0,6.0,2.0,2.0,15.0,8.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
40.0,5.0,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,1.3862943611198906,0.0,5.0,2.0,0.0,12.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
40.0,4.55,0.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,3.044522437723423,1.0,1.0,0.0,1.0,1.0,11.0,2.0,0.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0
85.0,4.71,90.0,3.0,4.0,1.0,6.0,660.0,660.0,13.0,5.560681631015528,2.0,4.0,2.0,2.0,12.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
91.0,4.97,0.0,2.0,2.0,1.0,3.0,960.0,600.0,8.0,0.0,2.0,7.0,3.0,1.0,14.0,9.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
30.0,4.96,0.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
48.0,4.6,0.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,1.791759469228055,1.0,4.0,1.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0
62.0,4.67,54.0,3.0,6.0,1.0,5.0,900.0,660.0,9.0,3.970291913552122,1.0,3.0,3.0,2.0,12.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
80.0,4.51,0.0,3.0,3.0,1.0,4.0,960.0,720.0,8.0,5.529429087511423,2.0,5.0,3.0,2.0,13.0,11.0,2.0,2.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0
62.0,4.78,0.0,1.0,1.0,0.5,2.0,840.0,720.0,10.0,5.056245805348308,2.0,2.0,2.0,0.0,9.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,4.91,5.0,1.0,1.0,0.5,1.0,960.0,720.0,8.0,2.4849066497880004,2.0,3.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0
38.0,0.0,0.0,1.0,1.0,0.5,1.0,960.0,600.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
46.0,4.95,5.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,1.0,4.0,2.0,0.0,4.0,7.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
30.0,0.0,0.0,1.0,2.0,0.5,2.0,1020.0,660.0,7.0,1.0986122886681098,1.0,3.0,2.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0
27.0,4.0,0.0,1.0,1.0,0.5,2.0,1020.0,660.0,7.0,1.791759469228055,2.0,3.0,2.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
85.0,4.67,0.0,2.0,1.0,1.0,4.0,960.0,660.0,8.0,1.3862943611198906,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
92.0,5.0,54.0,2.0,4.0,1.0,5.0,900.0,660.0,9.0,1.3862943611198906,1.0,4.0,3.0,1.0,12.0,8.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,4.9,0.0,1.0,1.0,0.5,2.0,720.0,600.0,12.0,0.0,1.0,4.0,1.0,2.0,8.0,9.0,2.0,1.0,1.0,1.0,3.0,0.0,5.0,1.0,0.0
35.0,0.0,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0
45.0,4.65,20.0,1.0,1.0,0.5,2.0,720.0,660.0,12.0,4.68213122712422,2.0,4.0,2.0,0.0,14.0,8.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0
38.0,4.66,0.0,1.0,1.0,0.5,1.0,900.0,600.0,9.0,4.430816798843313,1.0,3.0,0.0,2.0,7.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
166.0,4.96,0.0,3.0,3.0,1.0,5.0,960.0,660.0,8.0,0.0,2.0,6.0,3.0,1.0,17.0,10.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0
60.0,4.75,25.0,1.0,1.0,1.0,2.0,960.0,720.0,8.0,4.30406509320417,1.0,6.0,2.0,1.0,11.0,3.0,2.0,5.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0
50.0,4.62,10.0,1.0,2.0,1.0,2.0,1140.0,960.0,5.0,3.5553480614894135,1.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
45.0,4.7,0.0,1.0,2.0,0.5,3.0,980.0,780.0,7.666666666666667,4.060443010546419,0.0,7.0,2.0,0.0,16.0,9.0,3.0,3.0,2.0,0.0,1.0,2.0,7.0,1.0,0.0
45.0,4.74,0.0,1.0,1.0,0.5,2.0,900.0,720.0,9.0,3.4657359027997265,0.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0
23.0,4.54,0.0,1.0,12.0,0.5,1.0,900.0,660.0,9.0,5.8805329864007,2.0,1.0,2.0,0.0,8.0,4.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
55.0,4.5,0.0,1.0,1.0,0.5,2.0,780.0,720.0,11.0,3.970291913552122,0.0,2.0,2.0,0.0,4.0,8.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
84.0,4.65,0.0,2.0,2.0,1.0,4.0,900.0,660.0,9.0,4.77912349311153,1.0,4.0,1.0,0.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
62.0,4.7,50.0,3.0,3.0,1.0,5.0,900.0,660.0,9.0,3.8501476017100584,0.0,4.0,2.0,0.0,10.0,8.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0
78.0,4.92,50.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,0.0,1.0,6.0,3.0,2.0,14.0,9.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0
47.0,4.88,0.0,1.0,4.0,0.5,1.0,720.0,720.0,12.0,0.0,0.0,4.0,2.0,0.0,5.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
33.0,4.68,15.0,1.0,1.0,1.0,1.0,900.0,660.0,9.0,3.7376696182833684,0.0,3.0,2.0,2.0,14.0,8.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
74.0,4.69,49.0,1.0,2.0,1.0,2.0,900.0,660.0,9.0,4.804021044733257,3.0,4.0,3.0,1.0,14.0,10.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
50.0,4.55,20.0,1.0,1.0,0.5,2.0,720.0,660.0,12.0,4.787491742782046,2.0,3.0,2.0,0.0,14.0,8.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0
82.0,4.83,54.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.9459101490553132,2.0,7.0,3.0,2.0,14.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
35.0,0.0,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0
41.0,0.0,0.0,1.0,1.0,0.5,2.0,980.0,660.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
41.0,5.0,0.0,1.0,1.0,0.5,2.0,1020.0,660.0,7.0,1.3862943611198906,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0
47.0,0.0,15.0,1.0,1.0,0.5,2.0,840.0,600.0,10.0,1.0986122886681098,2.0,4.0,0.0,1.0,11.0,7.0,2.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,0.0
100.0,0.0,60.0,2.0,4.0,1.0,5.0,900.0,600.0,9.0,0.0,0.0,4.0,2.0,0.0,14.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
50.0,5.0,7.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,0.0,1.0,7.0,2.0,1.0,13.0,5.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0
55.0,4.72,48.0,1.0,2.0,1.0,4.0,960.0,720.0,8.0,5.823045895483019,2.0,6.0,2.0,2.0,11.0,9.0,4.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0,0.0
45.0,4.9,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,1.0,6.0,2.0,3.0,13.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
80.0,4.75,80.0,3.0,4.0,1.0,5.0,1020.0,720.0,7.0,5.455321115357702,1.0,3.0,2.0,1.0,14.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
28.0,4.69,0.0,1.0,1.0,0.5,1.0,960.0,600.0,8.0,3.970291913552122,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
26.0,4.6,0.0,1.0,10.0,0.5,1.0,900.0,660.0,9.0,6.054439346269371,2.0,1.0,2.0,0.0,8.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
47.0,4.79,20.0,1.0,1.0,0.5,2.0,880.0,600.0,9.333333333333334,4.882801922586371,2.0,9.0,3.0,1.0,17.0,9.0,5.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0
52.0,4.98,0.0,1.0,1.0,1.0,2.0,960.0,720.0,8.0,0.0,1.0,6.0,3.0,1.0,16.0,9.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0
